img,niqe
./subject_000_cn_sigma_20/front.png,14.56527586
./subject_000_cn_sigma_20/left.png,12.32260922
./subject_000_cn_sigma_40/front.png,16.45810654
./subject_000_cn_sigma_40/left.png,13.78326786
./subject_000_cn_sigma_60/front.png,17.17443532
./subject_000_cn_sigma_60/left.png,14.62037589
./subject_000_cn_sigma_80/front.png,18.16512079
./subject_000_cn_sigma_80/left.png,15.63854553
./subject_000_gn_sigma_0.05/front.png,11.57936654
./subject_000_gn_sigma_0.05/left.png,9.007184814
./subject_000_gn_sigma_0.1/front.png,12.28100267
./subject_000_gn_sigma_0.1/left.png,11.80822029
./subject_000_gn_sigma_0.15/front.png,13.10949185
./subject_000_gn_sigma_0.15/left.png,12.47556072
./subject_000_gn_sigma_0.2/front.png,13.88561994
./subject_000_gn_sigma_0.2/left.png,13.56041817
./subject_000_jpeg_q_10/front.png,8.731157954
./subject_000_jpeg_q_10/left.png,7.410612039
./subject_000_jpeg_q_15/front.png,8.983583464
./subject_000_jpeg_q_15/left.png,7.606620374
./subject_000_jpeg_q_20/front.png,9.187722363
./subject_000_jpeg_q_20/left.png,7.800973497
./subject_000_jpeg_q_3/front.png,7.886504591
./subject_000_jpeg_q_3/left.png,6.989438113
./subject_000_qp_level_6/front.png,10.22503981
./subject_000_qp_level_6/left.png,9.08669424
./subject_000_qp_level_7/front.png,10.54936362
./subject_000_qp_level_7/left.png,10.82466358
./subject_000_qp_level_8/front.png,12.67445759
./subject_000_qp_level_8/left.png,13.18360054
./subject_000_qp_level_9/front.png,13.28815455
./subject_000_qp_level_9/left.png,12.74539667
./subject_000_qt_level_10/front.png,11.25941387
./subject_000_qt_level_10/left.png,8.48097606
./subject_000_qt_level_7/front.png,11.23978745
./subject_000_qt_level_7/left.png,9.114033325
./subject_000_qt_level_8/front.png,11.42440913
./subject_000_qt_level_8/left.png,8.982807553
./subject_000_qt_level_9/front.png,11.09880607
./subject_000_qt_level_9/left.png,8.702800083
./subject_000_simp_rate_0.05/front.png,10.19728677
./subject_000_simp_rate_0.05/left.png,7.641714851
./subject_000_simp_rate_0.1/front.png,10.10402912
./subject_000_simp_rate_0.1/left.png,7.783567175
./subject_000_simp_rate_0.2/front.png,9.914363091
./subject_000_simp_rate_0.2/left.png,7.900563177
./subject_000_simp_rate_0.4/front.png,9.848568608
./subject_000_simp_rate_0.4/left.png,7.777980281
./subject_000_sub_rate_16/front.png,8.035060936
./subject_000_sub_rate_16/left.png,7.483444817
./subject_000_sub_rate_2/front.png,9.332189555
./subject_000_sub_rate_2/left.png,7.630814328
./subject_000_sub_rate_4/front.png,8.222207773
./subject_000_sub_rate_4/left.png,7.536101041
./subject_000_sub_rate_8/front.png,8.196711238
./subject_000_sub_rate_8/left.png,7.533267628
./subject_002_cn_sigma_20/front.png,11.93828411
./subject_002_cn_sigma_20/left.png,12.58312796
./subject_002_cn_sigma_40/front.png,13.24468734
./subject_002_cn_sigma_40/left.png,13.49111946
./subject_002_cn_sigma_60/front.png,14.97581363
./subject_002_cn_sigma_60/left.png,14.33990761
./subject_002_cn_sigma_80/front.png,16.60727849
./subject_002_cn_sigma_80/left.png,14.79979034
./subject_002_gn_sigma_0.05/front.png,10.5083762
./subject_002_gn_sigma_0.05/left.png,8.864133718
./subject_002_gn_sigma_0.1/front.png,12.52507218
./subject_002_gn_sigma_0.1/left.png,10.90385548
./subject_002_gn_sigma_0.15/front.png,14.25153683
./subject_002_gn_sigma_0.15/left.png,12.38451706
./subject_002_gn_sigma_0.2/front.png,15.22132454
./subject_002_gn_sigma_0.2/left.png,13.98247343
./subject_002_jpeg_q_10/front.png,7.22220306
./subject_002_jpeg_q_10/left.png,7.916588533
./subject_002_jpeg_q_15/front.png,7.184584251
./subject_002_jpeg_q_15/left.png,7.860556735
./subject_002_jpeg_q_20/front.png,7.257835053
./subject_002_jpeg_q_20/left.png,7.638132435
./subject_002_jpeg_q_3/front.png,7.409190786
./subject_002_jpeg_q_3/left.png,8.22905498
./subject_002_qp_level_6/front.png,10.51898746
./subject_002_qp_level_6/left.png,10.67782463
./subject_002_qp_level_7/front.png,12.65133163
./subject_002_qp_level_7/left.png,10.19628261
./subject_002_qp_level_8/front.png,14.32026941
./subject_002_qp_level_8/left.png,11.88510425
./subject_002_qp_level_9/front.png,14.18061799
./subject_002_qp_level_9/left.png,11.96752003
./subject_002_qt_level_10/front.png,9.673114395
./subject_002_qt_level_10/left.png,7.774174465
./subject_002_qt_level_7/front.png,10.13302081
./subject_002_qt_level_7/left.png,9.512676024
./subject_002_qt_level_8/front.png,9.659988762
./subject_002_qt_level_8/left.png,9.668436869
./subject_002_qt_level_9/front.png,9.90381662
./subject_002_qt_level_9/left.png,8.308511332
./subject_002_simp_rate_0.05/front.png,7.53000815
./subject_002_simp_rate_0.05/left.png,7.91843979
./subject_002_simp_rate_0.1/front.png,7.481544722
./subject_002_simp_rate_0.1/left.png,7.923776669
./subject_002_simp_rate_0.2/front.png,7.29677995
./subject_002_simp_rate_0.2/left.png,7.78060194
./subject_002_simp_rate_0.4/front.png,7.381639556
./subject_002_simp_rate_0.4/left.png,7.523691272
./subject_002_sub_rate_16/front.png,8.429438386
./subject_002_sub_rate_16/left.png,7.768281647
./subject_002_sub_rate_2/front.png,7.512543201
./subject_002_sub_rate_2/left.png,7.485981793
./subject_002_sub_rate_4/front.png,7.844525453
./subject_002_sub_rate_4/left.png,7.60710658
./subject_002_sub_rate_8/front.png,8.422774784
./subject_002_sub_rate_8/left.png,7.660692326
./subject_006_cn_sigma_20/front.png,15.6413342
./subject_006_cn_sigma_20/left.png,13.72211831
./subject_006_cn_sigma_40/front.png,18.02301177
./subject_006_cn_sigma_40/left.png,14.6118151
./subject_006_cn_sigma_60/front.png,18.45355434
./subject_006_cn_sigma_60/left.png,14.67108597
./subject_006_cn_sigma_80/front.png,19.99923525
./subject_006_cn_sigma_80/left.png,15.72157187
