objs,dihedral_angle_mean
./dis_objs/00003_Rahel003_Basics_007_cn_sigma_20/00003_Rahel003_Basics_007_cn_sigma_20.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_cn_sigma_40/00003_Rahel003_Basics_007_cn_sigma_40.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_cn_sigma_60/00003_Rahel003_Basics_007_cn_sigma_60.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_cn_sigma_80/00003_Rahel003_Basics_007_cn_sigma_80.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_gn_sigma_0.05/00003_Rahel003_Basics_007_gn_sigma_0.05.obj,0.494568313
./dis_objs/00003_Rahel003_Basics_007_gn_sigma_0.10/00003_Rahel003_Basics_007_gn_sigma_0.10.obj,0.905585918
./dis_objs/00003_Rahel003_Basics_007_gn_sigma_0.15/00003_Rahel003_Basics_007_gn_sigma_0.15.obj,1.182403924
./dis_objs/00003_Rahel003_Basics_007_gn_sigma_0.20/00003_Rahel003_Basics_007_gn_sigma_0.20.obj,1.375345232
./dis_objs/00003_Rahel003_Basics_007_jpeg_q_03/00003_Rahel003_Basics_007_jpeg_q_03.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_jpeg_q_10/00003_Rahel003_Basics_007_jpeg_q_10.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_jpeg_q_15/00003_Rahel003_Basics_007_jpeg_q_15.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_jpeg_q_20/00003_Rahel003_Basics_007_jpeg_q_20.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_qp_level_6/00003_Rahel003_Basics_007_qp_level_6.obj,1.519450065
./dis_objs/00003_Rahel003_Basics_007_qp_level_7/00003_Rahel003_Basics_007_qp_level_7.obj,1.285891305
./dis_objs/00003_Rahel003_Basics_007_qp_level_8/00003_Rahel003_Basics_007_qp_level_8.obj,0.73763218
./dis_objs/00003_Rahel003_Basics_007_qp_level_9/00003_Rahel003_Basics_007_qp_level_9.obj,0.375159901
./dis_objs/00003_Rahel003_Basics_007_qt_level_6/00003_Rahel003_Basics_007_qt_level_6.obj,0.215414063
./dis_objs/00003_Rahel003_Basics_007_qt_level_7/00003_Rahel003_Basics_007_qt_level_7.obj,0.215348911
./dis_objs/00003_Rahel003_Basics_007_qt_level_8/00003_Rahel003_Basics_007_qt_level_8.obj,0.215323987
./dis_objs/00003_Rahel003_Basics_007_qt_level_9/00003_Rahel003_Basics_007_qt_level_9.obj,0.215344294
./dis_objs/00003_Rahel003_Basics_007_simp_rate_0.05/00003_Rahel003_Basics_007_simp_rate_0.05.obj,0.587305119
./dis_objs/00003_Rahel003_Basics_007_simp_rate_0.10/00003_Rahel003_Basics_007_simp_rate_0.10.obj,0.501328776
./dis_objs/00003_Rahel003_Basics_007_simp_rate_0.20/00003_Rahel003_Basics_007_simp_rate_0.20.obj,0.405223502
./dis_objs/00003_Rahel003_Basics_007_simp_rate_0.40/00003_Rahel003_Basics_007_simp_rate_0.40.obj,0.315850617
./dis_objs/00003_Rahel003_Basics_007_sub_rate_02/00003_Rahel003_Basics_007_sub_rate_02.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_sub_rate_04/00003_Rahel003_Basics_007_sub_rate_04.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_sub_rate_08/00003_Rahel003_Basics_007_sub_rate_08.obj,0.202197564
./dis_objs/00003_Rahel003_Basics_007_sub_rate_16/00003_Rahel003_Basics_007_sub_rate_16.obj,0.202197564
./dis_objs/00005_Sam006_Basics_006_cn_sigma_20/00005_Sam006_Basics_006_cn_sigma_20.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_cn_sigma_40/00005_Sam006_Basics_006_cn_sigma_40.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_cn_sigma_60/00005_Sam006_Basics_006_cn_sigma_60.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_cn_sigma_80/00005_Sam006_Basics_006_cn_sigma_80.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_gn_sigma_0.05/00005_Sam006_Basics_006_gn_sigma_0.05.obj,0.44043784
./dis_objs/00005_Sam006_Basics_006_gn_sigma_0.10/00005_Sam006_Basics_006_gn_sigma_0.10.obj,0.774192828
./dis_objs/00005_Sam006_Basics_006_gn_sigma_0.15/00005_Sam006_Basics_006_gn_sigma_0.15.obj,1.048069058
./dis_objs/00005_Sam006_Basics_006_gn_sigma_0.20/00005_Sam006_Basics_006_gn_sigma_0.20.obj,1.249402723
./dis_objs/00005_Sam006_Basics_006_jpeg_q_03/00005_Sam006_Basics_006_jpeg_q_03.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_jpeg_q_10/00005_Sam006_Basics_006_jpeg_q_10.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_jpeg_q_15/00005_Sam006_Basics_006_jpeg_q_15.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_jpeg_q_20/00005_Sam006_Basics_006_jpeg_q_20.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_qp_level_6/00005_Sam006_Basics_006_qp_level_6.obj,1.506999561
./dis_objs/00005_Sam006_Basics_006_qp_level_7/00005_Sam006_Basics_006_qp_level_7.obj,1.203147216
./dis_objs/00005_Sam006_Basics_006_qp_level_8/00005_Sam006_Basics_006_qp_level_8.obj,0.654887339
./dis_objs/00005_Sam006_Basics_006_qp_level_9/00005_Sam006_Basics_006_qp_level_9.obj,0.366370757
./dis_objs/00005_Sam006_Basics_006_qt_level_6/00005_Sam006_Basics_006_qt_level_6.obj,0.260274068
./dis_objs/00005_Sam006_Basics_006_qt_level_7/00005_Sam006_Basics_006_qt_level_7.obj,0.260303788
./dis_objs/00005_Sam006_Basics_006_qt_level_8/00005_Sam006_Basics_006_qt_level_8.obj,0.260123587
./dis_objs/00005_Sam006_Basics_006_qt_level_9/00005_Sam006_Basics_006_qt_level_9.obj,0.260083992
./dis_objs/00005_Sam006_Basics_006_simp_rate_0.05/00005_Sam006_Basics_006_simp_rate_0.05.obj,0.723595235
./dis_objs/00005_Sam006_Basics_006_simp_rate_0.10/00005_Sam006_Basics_006_simp_rate_0.10.obj,0.616785862
./dis_objs/00005_Sam006_Basics_006_simp_rate_0.20/00005_Sam006_Basics_006_simp_rate_0.20.obj,0.498585189
./dis_objs/00005_Sam006_Basics_006_simp_rate_0.40/00005_Sam006_Basics_006_simp_rate_0.40.obj,0.384496493
./dis_objs/00005_Sam006_Basics_006_sub_rate_02/00005_Sam006_Basics_006_sub_rate_02.obj,0.253171626
./dis_objs/00005_Sam006_Basics_006_sub_rate_04/00005_Sam006_Basics_006_sub_rate_04.obj,0.253171626
